Author,Description,Gener,title
unknown,,Juvenile Fiction  ,"All Set to Read Readers Level 5 the Shoemaker and the Elves,  (English, Paperback, unknown)"
,,,
Tullis Heather,,Fiction  ,"Reclaiming His Bride (a Dicarlo Brides Novel, Book 3),  (English, Paperback, Tullis Heather)"
,,,
Readsdigest Onesitting,,Fiction  ,"Summary of Fifty Shades Darker by E.L. James - Finish Entire Novel in 15 Minutes,  (English, Paperback, Readsdigest Onesitting)"
,,,
Stilton Geronimo,"This time, in the Geronimo Stilton adventure series, Stilton is all set for a new adventure – cooking!Summary of the BookIn this title, Geronimo Stilton must learn how to cook. There is going to be a major event called The Super Chef Contest, and the winner is going to be declared the best chef on Mouse Island! But Geronimo is assisting his cousin, Trap, who has resolved to enter the contest. Will Geronimo help Trap win the competition, although cooking is a new art that he needs to master?About Geronimo StiltonGeronimo Stilton, a talking mouse, is a best-selling author living in New Mouse City. He works as a journalist and editor for The Rodent’s Gazette. Geronimo Stilton was created by Elisabetta Dami and popularized in a series of novels published by Edizioni Piemme of Milan, Italy. Since the character’s conception, many writers have continued the series.",Juvenile Fiction  ,"The Super Chef Contest,  (English, Paperback, Stilton Geronimo)"
,,,
Pai Anant,"Amar Chitra Katha is certainly considered as one of the best graphic novels developed in India. Varied stories in this History Collection are sure to inculcate thoughts of courage and wisdom in the readers’ mind.Summary of the BookHistory Collection is a compilation of Amar Chitra Katha’s best stories. This book includes 10 titles, namely Hiuen Tsang, Shah Jahan, Raja Raja Chola, Ashoka, Rani Of Jhansi, The Legend Of Lalit Aditya Rana Sanga, Akbar, Bajirao and The Historic City Of Delhi. These stories are of courage and power, thus making the readers understand the importance of courage.About Anant PaiAnant Pai popularly known as Uncle Pai is the pioneer of Indian comics. He the creator of the Amar Chitra Katha Series, the famous Tinkle books and Suppandi comics.",Juvenile Nonfiction  ,"History Collection,  (English, Paperback, Pai Anant)"
,,,
Tullis Heather,,Fiction  ,"A Perfect Fit (a Dicarlos Brides Novel, Book 1),  (English, Paperback, Tullis Heather)"
,,,
Elizabeth Rudnick,"Belle dreams of adventures like the ones she reads about in her books-until she becomes the prisoner of a fearsome Beast in a mysterious, enchanted castle. But life in the castle isn't as terrible as Belle imagines and soon she realizes there is more to the Beast than first meets the eye. Experience this tale as old as time about adventure and love, about looking past first appearances, about the inner Beauty and Beast in all of us. Disney Beauty and the Beast Book of the Film is based on the live-action film starring Emma Watson.About the Author -Elizabeth Rudnick Is a debut novelist, a part-time waitress, a full - time writer and a pop-culture aficionado (a fancy way of saying she watches a lot of television and read Way too many gossip magazines and blogs!).",Literature & Fiction  ,"Disney - Beauty and the Beast - Book of the Film,  (English, Paperback, Elizabeth Rudnick)"
,,,
LADYBIRD,,"9780723299479, 0723299471  ","RIY HB Level 2 boxset,  (English, Paperback, LADYBIRD)"
,,,
Jane Austen,,Fiction  ,"Pride and Prejudice,  (English, Paperback, Jane Austen)"
,,,
Wilco Books,,Children  ,"Festivals of India,  (English, Paperback, Wilco Books)"
,,,
,,"9780143446231, 0143446231  ","Calling Sehmat ( Marathi Version ),  (Marathi, Paperback, Harinder Sikka, Marathi Anuvad - Mena Shete -Sambhu)"
,,,
Martin Debra L,,Fiction  ,"The Silver Cross (a Vampire Nightlife Novel),  (English, Paperback, Martin Debra L)"
,,,
Kyra Evonne,"A freelance writer, Kaori Lynn is in a great position in her life. She is thirty years old, newly divorced with a great career. Her loving, but rivaling friends, Stacey and Vanessa, often try to get Kaori out on the town. Kaori\'s admirer, Darold Walker, wants to tell her how he feels, but the timing never seems to be right. Owner of a popular poetry club, Darold thinks that Kaori should be with him, but she\'s constantly being put to the side by her man, divorce lawyer Jackson Carver. Darold doesn\'t understand why she stays with Jackson, especially when he treats her as nothing more than eye candy. Kaori knows what she wants but does she know the SECRET of the man she loves? After discovering Jackson\'s promotion to partner at the firm, Kaori begins to find out just how much turmoil their three year relationship is in when she\'s faced with having to make a valuable life decision on trust in the midst of confusion. Tina Carver, Jackson\'s mother, is heartless toward Kaori. Tina, a socialite, pries in all of her son\'s relationships adversely trying to force the women out of their lives. Although, Kaori feels strong enough to stand up to her, she is hoping Jackson will defend her. Kaori wants to know what Tina is trying to entail and in the midst finds her impeccable strength is weakening. Kaori caters to Jackson while forgetting her own personal desires not realizing that they\'re fading away. Wanting and needing to feel loved and appreciated by Jackson, she often finds herself in the relationship alone. What does she have to do to help her to cope? Because I Love, will take you on a journey and make you think twice about what you think you know about LOVE.","9781449094355, 144909435X  ","Because I Love, a Novel,  (English, Hardcover, Kyra Evonne)"
,,,
Fitzsimons Morgan,,Fiction  ,"Novel Last Enchanter,  (English, Paperback, Fitzsimons Morgan)"
,,,
Kyra Evonne,"A freelance writer, Kaori Lynn is in a great position in her life. She is thirty years old, newly divorced with a great career. Her loving, but rivaling friends, Stacey and Vanessa, often try to get Kaori out on the town. Kaori's admirer, Darold Walker, wants to tell her how he feels, but the timing never seems to be right. Owner of a popular poetry club, Darold thinks that Kaori should be with him, but she's constantly being put to the side by her man, divorce lawyer Jackson Carver. Darold doesn't understand why she stays with Jackson, especially when he treats her as nothing more than eye candy. Kaori knows what she wants but does she know the SECRET of the man she loves? After discovering Jackson's promotion to partner at the firm, Kaori begins to find out just how much turmoil their three year relationship is in when she's faced with having to make a valuable life decision on trust in the midst of confusion. Tina Carver, Jackson's mother, is heartless toward Kaori. Tina, a socialite, pries in all of her son's relationships adversely trying to force the women out of their lives. Although, Kaori feels strong enough to stand up to her, she is hoping Jackson will defend her. Kaori wants to know what Tina is trying to entail and in the midst finds her impeccable strength is weakening. Kaori caters to Jackson while forgetting her own personal desires not realizing that they're fading away. Wanting and needing to feel loved and appreciated by Jackson, she often finds herself in the relationship alone. What does she have to do to help her to cope? Because I Love, will take you on a journey and make you think twice about what you think you know about LOVE.","9781449094348, 1449094341  ","Because I Love, a Novel,  (English, Paperback, Kyra Evonne)"
,,,
Wiesner Karen,"Amethyst, WI is a small, peaceful town on a pristine lake with an active tourist season in summer. When the air turns chill, the area is transformed into a ghost town with only a handful of lifers who stay. Populated with colorful characters, Amethyst is bursting with mystery, romance, and jealousy. Come and visit a place where anything is possible all-year-round. Every rose has its thorn...Reece Childs finally has his rose--Lona Rose, that is, and life seems perfect. Reece can't imagine a thorn from his past could destroy his present and future happiness. He'd had no clue that Angelina, his ""port"" in the city he made his most frequent run to when he was a truck driver, was pregnant. Now she's in Amethyst, demanding that he be a father and provider to their son. Even to keep Lona happy, Reece can't turn away from his own son...",Fiction  ,"Rose and Thorn, Book 6, an Adventures in Amethyst Series Novel,  (English, Paperback, Wiesner Karen)"
